YEAR,MONTH,DAY,SITE,TYPE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH..M.,DEPTH..FT.,SEGMENT,CATEGORY,CLASSCODE,NAME,COUNT,notes,problems
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,10-20m,RELIEF,0-10cm,0-10cm,5,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,10-20m,RELIEF,10cm-1m,10cm-1m,4,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,10-20m,RELIEF,1m-2m,1m-2m,1,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,10-20m,COVER,BARROC,Bare Rock,4,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,10-20m,COVER,ENCRED,Red algae -Encrusting,1,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,10-20m,COVER,CRUCOR,Coralline algae -Crustose,5,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,20-30m,SUBSTRATE,BEDRK,Substrate: Bedrock,10,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,20-30m,RELIEF,0-10cm,0-10cm,6,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,20-30m,RELIEF,10cm-1m,10cm-1m,4,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,20-30m,COVER,ENCRED,Red algae -Encrusting,2,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,20-30m,COVER,CRUCOR,Coralline algae -Crustose,6,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,20-30m,COVER,ENCBRN,encrusting brown,1,NA,NA
2025,8,6,SANDY,BARREN,Caleigh Quist,Amina Shenasa,UP,DEEP,1,290,NA,30,20-30m,COVER,TUBEWORM,Tubeworm,1,NA,NA
